customer_id,name,email,join_date,loyalty_tier,region
125,Customer_125,customer_125@example.com,2023-06-07 22:48:39.685644,Bronze,North
126,Customer_126,customer_126@example.com,2024-03-14 22:48:39.685645,Silver,West
127,Customer_127,customer_127@example.com,2025-01-26 22:48:39.685646,Silver,South
128,Customer_128,customer_128@example.com,2022-12-19 22:48:39.685646,Bronze,East
129,Customer_129,customer_129@example.com,2023-07-22 22:48:39.685647,Bronze,East
130,Customer_130,customer_130@example.com,2024-12-02 22:48:39.685648,Silver,East
131,Customer_131,customer_131@example.com,2025-05-09 22:48:39.685649,Bronze,West
132,Customer_132,customer_132@example.com,2024-05-16 22:48:39.685649,Silver,North
133,Customer_133,customer_133@example.com,2024-06-17 22:48:39.685650,Silver,North
134,Customer_134,customer_134@example.com,2023-11-14 22:48:39.685651,Silver,West
135,Customer_135,customer_135@example.com,2025-03-23 22:48:39.685652,Bronze,North
136,Customer_136,customer_136@example.com,2024-01-20 22:48:39.685652,Bronze,East
137,Customer_137,customer_137@example.com,2023-07-31 22:48:39.685653,Silver,South
138,Customer_138,customer_138@example.com,2023-09-11 22:48:39.685654,Bronze,South
139,Customer_139,customer_139@example.com,2024-07-14 22:48:39.685655,Silver,North
140,Customer_140,customer_140@example.com,2025-03-22 22:48:39.685655,Gold,West
141,Customer_141,customer_141@example.com,2023-01-22 22:48:39.685656,Silver,West
142,Customer_142,customer_142@example.com,2023-10-20 22:48:39.685657,Silver,East
143,Customer_143,customer_143@example.com,2025-07-11 22:48:39.685657,Gold,East
144,Customer_144,customer_144@example.com,2024-03-08 22:48:39.685658,Bronze,West
145,Customer_145,customer_145@example.com,2023-02-27 22:48:39.685659,Bronze,West
146,Customer_146,customer_146@example.com,2024-06-30 22:48:39.685660,Bronze,South
147,Customer_147,customer_147@example.com,2025-05-23 22:48:39.685660,Bronze,West
148,Customer_148,customer_148@example.com,2025-05-09 22:48:39.685661,Bronze,West
149,Customer_149,customer_149@example.com,2023-06-27 22:48:39.685662,Bronze,East
150,Customer_150,customer_150@example.com,2024-02-03 22:48:39.685663,Silver,West
151,Customer_151,customer_151@example.com,2023-04-27 22:48:39.685663,Gold,West
152,Customer_152,customer_152@example.com,2023-05-01 22:48:39.685664,Bronze,West
153,Customer_153,customer_153@example.com,2023-06-22 22:48:39.685665,Silver,East
154,Customer_154,customer_154@example.com,2024-11-02 22:48:39.685666,Bronze,North
155,Customer_155,customer_155@example.com,2023-11-23 22:48:39.685666,Silver,West
156,Customer_156,customer_156@example.com,2024-04-15 22:48:39.685667,Bronze,West
157,Customer_157,customer_157@example.com,2023-12-03 22:48:39.685668,Silver,East
158,Customer_158,customer_158@example.com,2023-11-15 22:48:39.685669,Bronze,North
159,Customer_159,customer_159@example.com,2024-07-10 22:48:39.685669,Bronze,South
160,Customer_160,customer_160@example.com,2024-02-02 22:48:39.685670,Bronze,West
161,Customer_161,customer_161@example.com,2023-03-26 22:48:39.685671,Bronze,North
162,Customer_162,customer_162@example.com,2023-11-14 22:48:39.685672,Bronze,West
163,Customer_163,customer_163@example.com,2023-05-30 22:48:39.685672,Bronze,South
164,Customer_164,customer_164@example.com,2023-08-05 22:48:39.685673,Silver,West
165,Customer_165,customer_165@example.com,2025-05-18 22:48:39.685674,Bronze,South
166,Customer_166,customer_166@example.com,2023-01-28 22:48:39.685675,Bronze,West
167,Customer_167,customer_167@example.com,2024-10-13 22:48:39.685675,Gold,West
168,Customer_168,customer_168@example.com,2023-09-21 22:48:39.685676,Silver,West
169,Customer_169,customer_169@example.com,2023-10-15 22:48:39.685677,Bronze,South
170,Customer_170,customer_170@example.com,2023-02-23 22:48:39.685677,Silver,East
171,Customer_171,customer_171@example.com,2022-11-18 22:48:39.685678,Bronze,North
172,Customer_172,customer_172@example.com,2023-09-19 22:48:39.685679,Bronze,South
173,Customer_173,customer_173@example.com,2024-08-22 22:48:39.685680,Silver,East
174,Customer_174,customer_174@example.com,2023-04-26 22:48:39.685680,Bronze,East
175,Customer_175,customer_175@example.com,2023-09-10 22:48:39.685681,Bronze,North
176,Customer_176,customer_176@example.com,2024-10-22 22:48:39.685682,Silver,East
177,Customer_177,customer_177@example.com,2023-06-10 22:48:39.685683,Bronze,South
178,Customer_178,customer_178@example.com,2024-07-12 22:48:39.685683,Bronze,South
179,Customer_179,customer_179@example.com,2024-06-28 22:48:39.685684,Bronze,South
180,Customer_180,customer_180@example.com,2023-08-05 22:48:39.685685,Bronze,North
181,Customer_181,customer_181@example.com,2022-11-18 22:48:39.685686,Bronze,East
182,Customer_182,customer_182@example.com,2025-05-07 22:48:39.685686,Gold,East
183,Customer_183,customer_183@example.com,2025-04-13 22:48:39.685687,Bronze,North
184,Customer_184,customer_184@example.com,2023-11-16 22:48:39.685688,Bronze,West
185,Customer_185,customer_185@example.com,2024-05-15 22:48:39.685688,Gold,East
186,Customer_186,customer_186@example.com,2024-06-16 22:48:39.685689,Bronze,South
187,Customer_187,customer_187@example.com,2023-11-29 22:48:39.685690,Bronze,West
188,Customer_188,customer_188@example.com,2024-06-19 22:48:39.685691,Bronze,West
189,Customer_189,customer_189@example.com,2025-02-22 22:48:39.685691,Bronze,South
190,Customer_190,customer_190@example.com,2024-12-28 22:48:39.685692,Bronze,East
191,Customer_191,customer_191@example.com,2024-12-11 22:48:39.685693,Gold,North
192,Customer_192,customer_192@example.com,2025-02-17 22:48:39.685694,Bronze,West
193,Customer_193,customer_193@example.com,2024-12-23 22:48:39.685694,Bronze,West
194,Customer_194,customer_194@example.com,2024-12-06 22:48:39.685695,Bronze,South
195,Customer_195,customer_195@example.com,2024-07-22 22:48:39.685696,Bronze,South
196,Customer_196,customer_196@example.com,2022-10-28 22:48:39.685696,Silver,East
197,Customer_197,customer_197@example.com,2025-02-11 22:48:39.685697,Gold,South
198,Customer_198,customer_198@example.com,2023-02-06 22:48:39.685698,Bronze,West
199,Customer_199,customer_199@example.com,2023-12-01 22:48:39.685699,Silver,North
200,Customer_200,customer_200@example.com,2024-12-12 22:48:39.685699,Bronze,South
201,Customer_201,customer_201@example.com,2024-05-03 22:48:39.685700,Bronze,South
202,Customer_202,customer_202@example.com,2025-02-27 22:48:39.685701,Bronze,East
203,Customer_203,customer_203@example.com,2024-02-01 22:48:39.685702,Bronze,East
204,Customer_204,customer_204@example.com,2024-12-13 22:48:39.685703,Silver,North
205,Customer_205,customer_205@example.com,2023-01-04 22:48:39.685703,Bronze,South
206,Customer_206,customer_206@example.com,2023-08-07 22:48:39.685704,Bronze,East
207,Customer_207,customer_207@example.com,2024-04-25 22:48:39.685705,Bronze,East
208,Customer_208,customer_208@example.com,2024-11-05 22:48:39.685705,Silver,East
209,Customer_209,customer_209@example.com,2024-09-21 22:48:39.685706,Gold,North
210,Customer_210,customer_210@example.com,2023-09-02 22:48:39.685707,Gold,South
211,Customer_211,customer_211@example.com,2023-11-23 22:48:39.685708,Silver,South
212,Customer_212,customer_212@example.com,2024-03-21 22:48:39.685708,Bronze,West
213,Customer_213,customer_213@example.com,2025-04-27 22:48:39.685709,Bronze,North
214,Customer_214,customer_214@example.com,2025-05-03 22:48:39.685710,Bronze,West
215,Customer_215,customer_215@example.com,2024-12-12 22:48:39.685711,Bronze,East
216,Customer_216,customer_216@example.com,2022-12-18 22:48:39.685711,Silver,North
217,Customer_217,customer_217@example.com,2024-09-27 22:48:39.685712,Bronze,East
218,Customer_218,customer_218@example.com,2023-10-21 22:48:39.685713,Gold,West
219,Customer_219,customer_219@example.com,2023-02-17 22:48:39.685714,Bronze,West
220,Customer_220,customer_220@example.com,2023-07-08 22:48:39.685714,Silver,South
221,Customer_221,customer_221@example.com,2023-03-21 22:48:39.685715,Bronze,East
222,Customer_222,customer_222@example.com,2024-03-28 22:48:39.685716,Bronze,West
223,Customer_223,customer_223@example.com,2024-06-09 22:48:39.685717,Silver,North
224,Customer_224,customer_224@example.com,2024-09-28 22:48:39.685717,Bronze,West
225,Customer_225,customer_225@example.com,2024-08-28 22:48:39.685718,Bronze,North
226,Customer_226,customer_226@example.com,2023-12-03 22:48:39.685719,Silver,South
227,Customer_227,customer_227@example.com,2023-08-17 22:48:39.685720,Bronze,North
228,Customer_228,customer_228@example.com,2022-11-08 22:48:39.685720,Silver,North
229,Customer_229,customer_229@example.com,2024-06-27 22:48:39.685721,Gold,South
230,Customer_230,customer_230@example.com,2024-06-12 22:48:39.685722,Bronze,South
231,Customer_231,customer_231@example.com,2023-04-03 22:48:39.685722,Bronze,East
232,Customer_232,customer_232@example.com,2024-08-13 22:48:39.685723,Silver,North
233,Customer_233,customer_233@example.com,2023-01-14 22:48:39.685724,Bronze,East
234,Customer_234,customer_234@example.com,2025-01-13 22:48:39.685725,Bronze,South
235,Customer_235,customer_235@example.com,2024-11-29 22:48:39.685725,Silver,South
236,Customer_236,customer_236@example.com,2025-01-01 22:48:39.685726,Silver,East
237,Customer_237,customer_237@example.com,2025-02-08 22:48:39.685727,Bronze,East
238,Customer_238,customer_238@example.com,2023-08-15 22:48:39.685728,Bronze,South
239,Customer_239,customer_239@example.com,2022-10-26 22:48:39.685728,Silver,West
240,Customer_240,customer_240@example.com,2023-06-12 22:48:39.685729,Gold,South
241,Customer_241,customer_241@example.com,2023-06-08 22:48:39.685730,Bronze,West
242,Customer_242,customer_242@example.com,2025-01-17 22:48:39.685731,Silver,East
243,Customer_243,customer_243@example.com,2024-05-24 22:48:39.685731,Silver,South
244,Customer_244,customer_244@example.com,2025-04-03 22:48:39.685732,Bronze,West
245,Customer_245,customer_245@example.com,2023-01-04 22:48:39.685733,Bronze,North
246,Customer_246,customer_246@example.com,2024-02-27 22:48:39.685734,Bronze,South
247,Customer_247,customer_247@example.com,2025-06-30 22:48:39.685734,Silver,South
248,Customer_248,customer_248@example.com,2023-10-13 22:48:39.685735,Bronze,South
249,Customer_249,customer_249@example.com,2024-06-21 22:48:39.685736,Bronze,South
250,Customer_250,customer_250@example.com,2024-02-06 22:48:39.685737,Gold,East
251,Customer_251,customer_251@example.com,2024-04-17 22:48:39.685737,Silver,South
252,Customer_252,customer_252@example.com,2024-12-12 22:48:39.685738,Silver,East
253,Customer_253,customer_253@example.com,2024-11-19 22:48:39.685739,Bronze,West
254,Customer_254,customer_254@example.com,2024-09-12 22:48:39.685740,Silver,West
255,Customer_255,customer_255@example.com,2023-07-07 22:48:39.685740,Gold,West
256,Customer_256,customer_256@example.com,2025-05-13 22:48:39.685741,Gold,South
257,Customer_257,customer_257@example.com,2025-03-25 22:48:39.685742,Bronze,South
258,Customer_258,customer_258@example.com,2024-06-20 22:48:39.685742,Bronze,South
259,Customer_259,customer_259@example.com,2023-12-01 22:48:39.685743,Bronze,East
260,Customer_260,customer_260@example.com,2024-06-28 22:48:39.685744,Bronze,East
261,Customer_261,customer_261@example.com,2024-03-07 22:48:39.685745,Bronze,South
262,Customer_262,customer_262@example.com,2024-06-01 22:48:39.685746,Silver,West
263,Customer_263,customer_263@example.com,2024-04-12 22:48:39.685746,Bronze,East
264,Customer_264,customer_264@example.com,2023-06-21 22:48:39.685747,Bronze,West
265,Customer_265,customer_265@example.com,2024-08-24 22:48:39.685748,Gold,South
266,Customer_266,customer_266@example.com,2025-07-03 22:48:39.685749,Silver,North
267,Customer_267,customer_267@example.com,2025-01-16 22:48:39.685749,Bronze,East
268,Customer_268,customer_268@example.com,2024-06-01 22:48:39.685750,Bronze,North
269,Customer_269,customer_269@example.com,2023-11-25 22:48:39.685751,Bronze,East
270,Customer_270,customer_270@example.com,2023-06-25 22:48:39.685752,Bronze,East
271,Customer_271,customer_271@example.com,2024-06-28 22:48:39.685752,Silver,North
272,Customer_272,customer_272@example.com,2023-12-21 22:48:39.685753,Silver,West
273,Customer_273,customer_273@example.com,2024-01-09 22:48:39.685754,Bronze,East
274,Customer_274,customer_274@example.com,2023-12-03 22:48:39.685755,Bronze,North
275,Customer_275,customer_275@example.com,2025-05-26 22:48:39.685755,Gold,North
276,Customer_276,customer_276@example.com,2024-10-20 22:48:39.685756,Gold,South
277,Customer_277,customer_277@example.com,2023-01-03 22:48:39.685757,Bronze,South
278,Customer_278,customer_278@example.com,2024-05-17 22:48:39.685758,Gold,West
279,Customer_279,customer_279@example.com,2023-09-21 22:48:39.685758,Bronze,East
280,Customer_280,customer_280@example.com,2022-12-10 22:48:39.685759,Bronze,East
281,Customer_281,customer_281@example.com,2024-06-02 22:48:39.685760,Bronze,North
282,Customer_282,customer_282@example.com,2024-06-04 22:48:39.685761,Silver,South
283,Customer_283,customer_283@example.com,2023-05-08 22:48:39.685761,Silver,South
284,Customer_284,customer_284@example.com,2023-07-13 22:48:39.685762,Silver,North
285,Customer_285,customer_285@example.com,2024-02-29 22:48:39.685763,Gold,West
286,Customer_286,customer_286@example.com,2025-05-14 22:48:39.685764,Bronze,West
287,Customer_287,customer_287@example.com,2025-02-07 22:48:39.685764,Bronze,North
288,Customer_288,customer_288@example.com,2024-01-27 22:48:39.685765,Bronze,West
289,Customer_289,customer_289@example.com,2025-05-14 22:48:39.685766,Gold,East
290,Customer_290,customer_290@example.com,2023-06-20 22:48:39.685767,Bronze,East
291,Customer_291,customer_291@example.com,2023-03-20 22:48:39.685767,Silver,West
292,Customer_292,customer_292@example.com,2024-11-15 22:48:39.685768,Silver,East
293,Customer_293,customer_293@example.com,2023-10-26 22:48:39.685769,Bronze,West
294,Customer_294,customer_294@example.com,2024-08-30 22:48:39.685770,Bronze,North
295,Customer_295,customer_295@example.com,2024-10-13 22:48:39.685770,Bronze,North
296,Customer_296,customer_296@example.com,2023-10-07 22:48:39.685771,Silver,South
297,Customer_297,customer_297@example.com,2023-09-18 22:48:39.685772,Bronze,North
298,Customer_298,customer_298@example.com,2024-05-18 22:48:39.685773,Bronze,South
299,Customer_299,customer_299@example.com,2025-05-23 22:48:39.685773,Gold,East
300,Customer_300,customer_300@example.com,2022-11-05 22:48:39.685774,Silver,West
301,Customer_301,customer_301@example.com,2024-08-02 22:48:39.685775,Silver,East
302,Customer_302,customer_302@example.com,2023-07-11 22:48:39.685776,Silver,East
303,Customer_303,customer_303@example.com,2023-02-07 22:48:39.685776,Silver,South
304,Customer_304,customer_304@example.com,2024-06-02 22:48:39.685777,Bronze,South
305,Customer_305,customer_305@example.com,2024-01-26 22:48:39.685778,Gold,East
306,Customer_306,customer_306@example.com,2025-01-20 22:48:39.685779,Bronze,West
307,Customer_307,customer_307@example.com,2025-01-04 22:48:39.685779,Bronze,West
308,Customer_308,customer_308@example.com,2023-11-08 22:48:39.685780,Bronze,East
309,Customer_309,customer_309@example.com,2023-08-01 22:48:39.685781,Bronze,South
310,Customer_310,customer_310@example.com,2023-05-23 22:48:39.685782,Silver,East
311,Customer_311,customer_311@example.com,2024-02-17 22:48:39.685782,Bronze,North
312,Customer_312,customer_312@example.com,2024-06-23 22:48:39.685783,Bronze,South
313,Customer_313,customer_313@example.com,2024-08-28 22:48:39.685784,Gold,North
314,Customer_314,customer_314@example.com,2023-12-25 22:48:39.685785,Silver,South
315,Customer_315,customer_315@example.com,2023-12-11 22:48:39.685786,Silver,North
316,Customer_316,customer_316@example.com,2025-04-25 22:48:39.685786,Silver,South
317,Customer_317,customer_317@example.com,2025-05-16 22:48:39.685787,Bronze,East
318,Customer_318,customer_318@example.com,2024-11-25 22:48:39.685788,Bronze,North
319,Customer_319,customer_319@example.com,2023-01-24 22:48:39.685788,Bronze,South
320,Customer_320,customer_320@example.com,2025-01-08 22:48:39.685789,Bronze,North
321,Customer_321,customer_321@example.com,2023-08-10 22:48:39.685790,Bronze,South
322,Customer_322,customer_322@example.com,2023-11-24 22:48:39.685791,Bronze,East
323,Customer_323,customer_323@example.com,2025-01-19 22:48:39.685792,Bronze,West
324,Customer_324,customer_324@example.com,2023-12-26 22:48:39.685792,Bronze,West
325,Customer_325,customer_325@example.com,2024-04-01 22:48:39.685793,Silver,North
326,Customer_326,customer_326@example.com,2023-08-12 22:48:39.685794,Silver,South
327,Customer_327,customer_327@example.com,2024-03-31 22:48:39.685795,Bronze,South
328,Customer_328,customer_328@example.com,2023-06-06 22:48:39.685795,Silver,West
329,Customer_329,customer_329@example.com,2025-02-03 22:48:39.685796,Bronze,South
330,Customer_330,customer_330@example.com,2023-03-10 22:48:39.685798,Bronze,East
331,Customer_331,customer_331@example.com,2025-06-28 22:48:39.685799,Bronze,East
332,Customer_332,customer_332@example.com,2025-04-14 22:48:39.685800,Silver,West
333,Customer_333,customer_333@example.com,2024-04-06 22:48:39.685801,Bronze,South
334,Customer_334,customer_334@example.com,2024-12-20 22:48:39.685801,Bronze,North
335,Customer_335,customer_335@example.com,2022-10-27 22:48:39.685802,Silver,East
336,Customer_336,customer_336@example.com,2023-06-15 22:48:39.685803,Silver,South
337,Customer_337,customer_337@example.com,2023-05-30 22:48:39.685804,Bronze,West
338,Customer_338,customer_338@example.com,2025-05-28 22:48:39.685804,Silver,West
339,Customer_339,customer_339@example.com,2023-01-23 22:48:39.685805,Silver,South
340,Customer_340,customer_340@example.com,2023-08-28 22:48:39.685806,Silver,South
341,Customer_341,customer_341@example.com,2022-12-16 22:48:39.685807,Silver,North
342,Customer_342,customer_342@example.com,2025-02-20 22:48:39.685807,Bronze,East
343,Customer_343,customer_343@example.com,2023-11-07 22:48:39.685808,Bronze,South
344,Customer_344,customer_344@example.com,2022-12-26 22:48:39.685809,Bronze,East
345,Customer_345,customer_345@example.com,2023-08-11 22:48:39.685810,Gold,South
346,Customer_346,customer_346@example.com,2024-11-14 22:48:39.685810,Bronze,North
347,Customer_347,customer_347@example.com,2023-08-05 22:48:39.685811,Bronze,West
348,Customer_348,customer_348@example.com,2024-06-29 22:48:39.685812,Bronze,East
349,Customer_349,customer_349@example.com,2025-03-14 22:48:39.685813,Bronze,North
350,Customer_350,customer_350@example.com,2023-03-30 22:48:39.685813,Bronze,East
351,Customer_351,customer_351@example.com,2023-03-19 22:48:39.685814,Silver,East
352,Customer_352,customer_352@example.com,2023-05-14 22:48:39.685815,Bronze,North
